row_index,problem,feedback,ambiguity,participant_count_n,ev_a,ev_b_oracle,ev_difference_b_minus_a_oracle,ev_benchmark_favors,observed_brate,ml_predicted_brate,absolute_error,human_aggregate_favors,deviation_type,highly_divided,ml_successfully_predicts_deviation,ml_fails_to_predict_deviation,ha,pha,la,hb,phb,lb,lottery_shape_b,correlation,gamble_a,gamble_b
6277,5058,True,True,15,8.600000000000001,15.700000000000001,7.1,B,0.5866666666666667,0.7282049678444835,0.14153830117781685,B,none,False,False,False,19,0.8,-33,17,0.9,4,0,0,p=0.8→19; p=0.2→-33,p=0.1→4; p=0.9→17
6281,5062,True,False,17,18.0,14.799999999999997,-3.200000000000003,A,0.5764705882352942,0.4953225056579433,0.0811480825773509,B,none,False,False,False,18,1.0,18,34,0.6,-14,1,0,p=1→18; p=0→18,p=0.4→-14; p=0.01875→31.5; p=0.09375→32.5; p=0.1875→33.5; p=0.1875→34.5; p=0.09375→35.5; p=0.01875→36.5
6284,5065,True,True,16,18.0,17.0,-1.0,A,0.6125,0.6091346103316446,0.003365389668355423,B,none,False,False,False,18,1.0,18,60,0.5,-26,2,0,p=1→18; p=0→18,p=0.5→-26; p=0.25→55; p=0.125→57; p=0.0625→61; p=0.03125→69; p=0.015625→85; p=0.015625→117
6290,5071,True,False,18,26.200000000000003,21.75,-4.450000000000003,A,0.6,0.5226440089619021,0.07735599103809787,B,none,False,False,False,39,0.8,-25,63,0.25,8,0,0,p=0.8→39; p=0.2→-25,p=0.75→8; p=0.25→63
6292,5073,False,False,15,-10.0,-17.599999999999998,-7.599999999999998,A,0.5866666666666666,0.47696073430430863,0.10970593236235793,B,none,False,False,False,-10,1.0,-10,31,0.1,-23,0,0,p=1→-10; p=0→-10,p=0.9→-23; p=0.1→31
6293,5073,True,False,15,-10.0,-17.599999999999998,-7.599999999999998,A,0.4933333333333333,0.4959990559270146,0.002665722593681308,A,none,True,False,False,-10,1.0,-10,31,0.1,-23,0,0,p=1→-10; p=0→-10,p=0.9→-23; p=0.1→31
6304,5081,True,False,16,2.4,9.200000000000003,6.8000000000000025,B,0.4500000000000001,0.48182830045208663,0.03182830045208651,A,none,True,False,False,42,0.01,2,59,0.4,-24,2,0,p=0.01→42; p=0.99→2,p=0.6→-24; p=0.2→57; p=0.1→59; p=0.1→63
6306,5083,False,False,15,30.0,39.75,9.75,B,0.6666666666666667,0.6314305584899773,0.03523610817668943,B,none,False,False,False,30,1.0,30,75,0.25,28,0,0,p=1→30; p=0→30,p=0.75→28; p=0.25→75
6307,5083,True,False,16,30.0,39.75,9.75,B,0.725,0.6487262141045973,0.07627378589540268,B,none,False,False,False,30,1.0,30,75,0.25,28,0,0,p=1→30; p=0→30,p=0.75→28; p=0.25→75
6308,5084,True,False,19,14.0,18.8,4.800000000000001,B,0.6,0.5297209455736946,0.07027905442630533,B,none,False,False,False,14,1.0,14,24,0.9,-28,0,0,p=1→14; p=0→14,p=0.1→-28; p=0.9→24
6311,5086,False,False,15,10.600000000000001,15.999999999999998,5.399999999999997,B,0.48,0.4350874779103943,0.044912522089605666,A,none,True,False,False,97,0.1,1,17,0.95,-3,3,0,p=0.1→97; p=0.9→1,p=0.05→-3; p=0.475→22; p=0.2375→20; p=0.11875→16; p=0.059375→8; p=0.0296875→-8; p=0.0296875→-40
6331,5101,False,True,16,1.1999999999999997,2.6,1.4000000000000004,B,0.775,0.7424433385797161,0.032556661420283906,B,none,False,False,False,4,0.6,-3,5,0.4,1,0,1,p=0.6→4; p=0.4→-3,p=0.6→1; p=0.4→5
6344,5111,True,True,16,9.0,9.0,0.0,tie,0.7,0.7320755425032754,0.03207554250327549,B,none,False,False,False,45,0.4,-15,9,1.0,9,2,0,p=0.4→45; p=0.6→-15,p=0.5→4; p=0.25→6; p=0.125→10; p=0.0625→18; p=0.03125→34; p=0.03125→66
6394,5153,False,False,16,29.82,30.300000000000004,0.480000000000004,B,0.3875,0.6359364936449734,0.2484364936449734,A,none,False,False,False,30,0.99,12,87,0.1,24,1,0,p=0.99→30; p=0.01→12,p=0.9→24; p=0.00078125→83.5; p=0.00546875→84.5; p=0.0164063→85.5; p=0.0273438→86.5; p=0.0273438→87.5; p=0.0164063→88.5; p=0.00546875→89.5; p=0.00078125→90.5
6398,5157,False,False,16,19.94,22.200000000000003,2.2600000000000016,B,0.4625,0.5269732045492146,0.06447320454921457,A,none,True,False,False,20,0.99,14,26,0.9,-12,1,0,p=0.99→20; p=0.01→14,p=0.1→-12; p=0.00703125→22.5; p=0.0492187→23.5; p=0.147656→24.5; p=0.246094→25.5; p=0.246094→26.5; p=0.147656→27.5; p=0.0492187→28.5; p=0.00703125→29.5
6399,5158,False,True,15,-2.0,-4.0,-2.0,A,0.7576470588235295,0.6556089344530388,0.10203812437049065,B,none,False,False,False,-2,1.0,-2,26,0.25,-14,0,0,p=1→-2; p=0→-2,p=0.75→-14; p=0.25→26
6400,5159,False,False,15,6.31,4.300000000000001,-2.009999999999999,A,0.22666666666666666,0.25489038591786123,0.028223719251194573,A,none,False,False,False,37,0.01,6,7,0.9,-20,0,0,p=0.01→37; p=0.99→6,p=0.1→-20; p=0.9→7
6410,5167,True,False,18,6.449999999999999,4.4,-2.049999999999999,A,0.4777777777777778,0.26776268059342323,0.21001509718435457,A,none,True,False,False,15,0.05,6,8,0.8,-10,1,0,p=0.05→15; p=0.95→6,p=0.2→-10; p=0.00625→4.5; p=0.04375→5.5; p=0.13125→6.5; p=0.21875→7.5; p=0.21875→8.5; p=0.13125→9.5; p=0.04375→10.5; p=0.00625→11.5
6420,5175,False,False,16,27.700000000000003,25.5,-2.200000000000003,A,0.30000000000000004,0.36717845574803737,0.06717845574803732,A,none,False,False,False,34,0.1,27,71,0.5,-20,3,0,p=0.1→34; p=0.9→27,p=0.5→-20; p=0.25→75; p=0.125→73; p=0.0625→69; p=0.03125→61; p=0.03125→45
6434,5187,True,False,19,22.0,22.0,0.0,tie,0.431578947368421,0.4489760336859798,0.01739708631755882,A,none,False,False,False,22,1.0,22,79,0.25,3,3,0,p=1→22; p=0→22,p=0.75→3; p=0.125→84; p=0.0625→82; p=0.03125→78; p=0.015625→70; p=0.0078125→54; p=0.0078125→22
6445,5198,False,False,16,26.75,30.0,3.25,B,0.375,0.5860104990829015,0.21101049908290148,A,none,False,False,False,35,0.75,2,81,0.25,13,3,0,p=0.75→35; p=0.25→2,p=0.75→13; p=0.125→85; p=0.0625→83; p=0.03125→79; p=0.015625→71; p=0.015625→55
6446,5198,True,False,16,26.75,30.0,3.25,B,0.4625000000000001,0.5887251450539045,0.12622514505390442,A,none,True,False,False,35,0.75,2,81,0.25,13,3,0,p=0.75→35; p=0.25→2,p=0.75→13; p=0.125→85; p=0.0625→83; p=0.03125→79; p=0.015625→71; p=0.015625→55
6452,5203,False,True,17,8.799999999999999,8.4,-0.3999999999999986,A,0.2470588235294117,0.4292398796060941,0.18218105607668242,A,none,False,False,False,10,0.95,-14,20,0.6,-9,0,0,p=0.95→10; p=0.05→-14,p=0.4→-9; p=0.6→20
6453,5203,True,True,16,8.799999999999999,8.4,-0.3999999999999986,A,0.45,0.43203106536684444,0.017968934633155575,A,none,True,False,False,10,0.95,-14,20,0.6,-9,0,0,p=0.95→10; p=0.05→-14,p=0.4→-9; p=0.6→20
6455,5205,True,False,18,11.0,7.000000000000002,-3.9999999999999982,A,0.43333333333333335,0.4334317742607683,9.84409274349396e-05,A,none,False,False,False,11,1.0,11,14,0.8,-21,2,0,p=1→11; p=0→11,p=0.2→-21; p=0.4→9; p=0.2→11; p=0.1→15; p=0.05→23; p=0.025→39; p=0.025→71
6461,5210,False,True,17,22.62,25.4,2.7799999999999976,B,0.5647058823529413,0.5507197502939891,0.013986132058952161,B,none,False,False,False,23,0.99,-15,45,0.6,-4,1,1,p=0.99→23; p=0.01→-15,p=0.4→-4; p=0.01875→42.5; p=0.09375→43.5; p=0.1875→44.5; p=0.1875→45.5; p=0.09375→46.5; p=0.01875→47.5
6482,5224,True,True,18,8.0,2.999999999999999,-5.000000000000001,A,0.2777777777777778,0.3266719746979569,0.0488941969201791,A,none,False,False,False,8,1.0,8,17,0.6,-18,0,0,p=1→8; p=0→8,p=0.4→-18; p=0.6→17
6489,5229,True,True,18,-1.0,-1.0,0.0,tie,0.6111111111111112,0.6003968449483513,0.010714266162759833,B,none,False,False,False,-1,1.0,-1,-1,1.0,-1,3,0,p=1→-1; p=0→-1,p=0.5→3; p=0.25→1; p=0.125→-3; p=0.0625→-11; p=0.0625→-27
6494,5232,False,False,17,29.0,22.200000000000003,-6.799999999999997,A,0.17647058823529416,0.224534231240518,0.04806364300522384,A,none,False,False,False,29,1.0,29,27,0.2,21,0,0,p=1→29; p=0→29,p=0.8→21; p=0.2→27
6495,5232,True,False,17,29.0,22.200000000000003,-6.799999999999997,A,0.09411764705882353,0.12585731111294143,0.031739664054117905,A,none,False,False,False,29,1.0,29,27,0.2,21,0,0,p=1→29; p=0→29,p=0.8→21; p=0.2→27
6511,5243,False,False,16,26.8,30.000000000000004,3.200000000000003,B,0.3125,0.3608158650718073,0.048315865071807296,A,none,False,False,False,31,0.8,10,41,0.8,-14,0,0,p=0.8→31; p=0.2→10,p=0.2→-14; p=0.8→41
6512,5243,True,False,19,26.8,30.000000000000004,3.200000000000003,B,0.4947368421052633,0.41713363216425686,0.07760320994100645,A,none,True,False,False,31,0.8,10,41,0.8,-14,0,0,p=0.8→31; p=0.2→10,p=0.2→-14; p=0.8→41
6533,5259,True,False,17,23.800000000000004,25.779999999999998,1.9799999999999933,B,0.7176470588235294,0.5681923884004658,0.1494546704230636,B,none,False,False,False,34,0.8,-17,26,0.99,4,0,0,p=0.8→34; p=0.2→-17,p=0.01→4; p=0.99→26
6551,5273,True,False,18,0.0,0.9199999999999999,0.9199999999999999,B,0.6666666666666666,0.6161556612839345,0.05051100538273212,B,none,False,False,False,0,1.0,0,1,0.99,-7,2,0,p=1→0; p=0→0,p=0.01→-7; p=0.495→-2; p=0.2475→0; p=0.12375→4; p=0.12375→12
6567,5287,True,False,16,29.0,37.8,8.799999999999997,B,0.8375,0.8432440421268423,0.005744042126842319,B,none,False,False,False,29,1.0,29,42,0.4,35,0,0,p=1→29; p=0→29,p=0.6→35; p=0.4→42
6573,5293,True,False,16,18.999999999999996,12.999999999999996,-6.0,A,0.4375000000000001,0.365648242660508,0.07185175733949212,A,none,False,False,False,31,0.6,1,49,0.6,-41,1,0,p=0.6→31; p=0.4→1,p=0.4→-41; p=0.01875→46.5; p=0.09375→47.5; p=0.1875→48.5; p=0.1875→49.5; p=0.09375→50.5; p=0.01875→51.5
6575,5295,True,False,16,29.0,35.6,6.600000000000001,B,0.725,0.6368995478672597,0.08810045213274031,B,none,False,False,False,55,0.75,-49,43,0.8,6,0,0,p=0.75→55; p=0.25→-49,p=0.2→6; p=0.8→43
6592,5312,True,False,17,24.0,24.75,0.75,B,0.6588235294117647,0.5319298124930547,0.12689371691871,B,none,False,False,False,24,1.0,24,25,0.95,20,1,0,p=1→24; p=0→24,p=0.05→20; p=0.475→24.5; p=0.475→25.5
6596,5316,True,True,18,1.95,7.5,5.55,B,0.5222222222222224,0.6949348143172288,0.17271259209500645,B,none,True,False,False,20,0.05,1,30,0.25,0,0,0,p=0.05→20; p=0.95→1,p=0.75→0; p=0.25→30
6597,5317,True,False,17,16.0,19.0,3.0,B,0.7647058823529411,0.817761159234718,0.053055276881776914,B,none,False,False,False,16,1.0,16,20,0.75,16,0,0,p=1→16; p=0→16,p=0.25→16; p=0.75→20
6599,5319,True,False,18,8.98,8.0,-0.9800000000000004,A,0.4111111111111112,0.37914771450006507,0.031963396611046135,A,none,False,False,False,106,0.01,8,44,0.25,-4,1,0,p=0.01→106; p=0.99→8,p=0.75→-4; p=0.03125→42.5; p=0.09375→43.5; p=0.09375→44.5; p=0.03125→45.5
6601,5321,False,False,15,13.8,13.649999999999999,-0.15000000000000213,A,0.8666666666666667,0.6772763945922992,0.18939027207436754,B,none,False,False,False,45,0.4,-7,64,0.05,11,1,0,p=0.4→45; p=0.6→-7,p=0.95→11; p=0.0015625→61.5; p=0.0078125→62.5; p=0.015625→63.5; p=0.015625→64.5; p=0.0078125→65.5; p=0.0015625→66.5
6604,5324,True,False,16,14.75,8.74,-6.01,A,0.4125,0.4700508528551343,0.05755085285513434,A,none,False,False,False,65,0.25,-2,9,0.99,-17,3,0,p=0.25→65; p=0.75→-2,p=0.01→-17; p=0.495→10; p=0.495→8
6606,5326,True,False,16,-10.0,-13.91,-3.91,A,0.30000000000000004,0.4742468191187285,0.17424681911872847,A,none,False,False,False,-10,1.0,-10,94,0.01,-15,0,0,p=1→-10; p=0→-10,p=0.99→-15; p=0.01→94
6622,5338,True,False,16,19.0,24.2,5.199999999999999,B,0.55,0.6649425514442378,0.1149425514442377,B,none,False,False,False,19,1.0,19,31,0.6,14,0,0,p=1→19; p=0→19,p=0.4→14; p=0.6→31
6631,5347,False,False,15,15.0,17.55,2.5500000000000007,B,0.68,0.7692651736962339,0.08926517369623388,B,none,False,False,False,15,1.0,15,66,0.05,15,0,0,p=1→15; p=0→15,p=0.95→15; p=0.05→66
6632,5347,True,False,15,15.0,17.55,2.5500000000000007,B,0.6666666666666666,0.8003634334995721,0.13369676683290543,B,none,False,False,False,15,1.0,15,66,0.05,15,0,0,p=1→15; p=0→15,p=0.95→15; p=0.05→66
6634,5349,False,True,15,-6.0,-2.6499999999999995,3.3500000000000005,B,0.9866666666666668,0.7954439417081083,0.19122272495855852,B,none,False,False,False,-6,1.0,-6,80,0.05,-7,3,0,p=1→-6; p=0→-6,p=0.95→-7; p=0.025→83; p=0.0125→81; p=0.00625→77; p=0.00625→69
6635,5350,True,False,16,10.0,6.2,-3.8,A,0.037500000000000006,0.10584313809889487,0.06834313809889486,A,none,False,False,False,10,1.0,10,7,0.9,-1,0,0,p=1→10; p=0→10,p=0.1→-1; p=0.9→7
6640,5355,True,False,16,24.0,18.75,-5.25,A,0.35,0.31550945534519775,0.034490544654802224,A,none,False,False,False,24,1.0,24,60,0.25,5,0,0,p=1→24; p=0→24,p=0.75→5; p=0.25→60
6644,5359,True,False,16,9.0,4.2,-4.8,A,0.3875,0.2603377511022418,0.12716224889775823,A,none,False,False,False,25,0.2,5,15,0.1,3,3,1,p=0.2→25; p=0.8→5,p=0.9→3; p=0.05→17; p=0.025→15; p=0.025→11
6645,5360,True,False,17,18.0,16.71,-1.2899999999999991,A,0.426890756302521,0.4936515584721027,0.06676080216958169,A,none,False,False,False,18,1.0,18,87,0.01,16,1,0,p=1→18; p=0→18,p=0.99→16; p=7.8125e-05→83.5; p=0.000546875→84.5; p=0.00164062→85.5; p=0.00273438→86.5; p=0.00273438→87.5; p=0.00164062→88.5; p=0.000546875→89.5; p=7.8125e-05→90.5
6653,5368,True,False,17,-5.75,-12.7,-6.949999999999999,A,0.3411764705882353,0.3341590333588843,0.007017437229350998,A,none,False,False,False,88,0.25,-37,-12,0.9,-19,0,0,p=0.25→88; p=0.75→-37,p=0.1→-19; p=0.9→-12
6655,5370,True,False,17,15.7,16.0,0.3000000000000007,B,0.3529411764705883,0.5056361378775777,0.15269496140698935,A,none,False,False,False,48,0.05,14,16,1.0,16,0,0,p=0.05→48; p=0.95→14,p=1→16
6671,5386,True,False,17,24.6,23.1,-1.5,A,0.4470588235294118,0.547511467814953,0.10045264428554118,A,none,False,False,False,103,0.2,5,60,0.1,19,1,0,p=0.2→103; p=0.8→5,p=0.9→19; p=0.0125→58.5; p=0.0375→59.5; p=0.0375→60.5; p=0.0125→61.5
6692,5401,True,False,16,12.9,13.0,0.09999999999999964,B,0.6125,0.5669277261939595,0.045572273806040564,B,none,False,False,False,16,0.9,-15,13,1.0,13,1,0,p=0.9→16; p=0.1→-15,p=0.03125→10.5; p=0.15625→11.5; p=0.3125→12.5; p=0.3125→13.5; p=0.15625→14.5; p=0.03125→15.5
6695,5404,True,False,19,8.0,2.8000000000000003,-5.199999999999999,A,0.2842105263157895,0.19671094792449778,0.08749957839129174,A,none,False,False,False,8,1.0,8,13,0.4,-4,0,0,p=1→8; p=0→8,p=0.6→-4; p=0.4→13
6714,5419,True,False,17,21.0,20.25,-0.75,A,0.3647058823529412,0.4312009751429003,0.06649509278995908,A,none,False,False,False,21,1.0,21,25,0.75,6,0,0,p=1→21; p=0→21,p=0.25→6; p=0.75→25
6715,5420,True,False,16,4.0,2.799999999999997,-1.2000000000000028,A,0.275,0.39168176206135996,0.11668176206135994,A,none,False,False,False,4,1.0,4,110,0.2,-24,1,0,p=1→4; p=0→4,p=0.8→-24; p=0.00625→107.5; p=0.03125→108.5; p=0.0625→109.5; p=0.0625→110.5; p=0.03125→111.5; p=0.00625→112.5
6717,5422,True,False,15,-9.0,-15.0,-6.0,A,0.5733333333333335,0.49705219622138164,0.07628113711195184,B,none,False,False,False,-9,1.0,-9,15,0.25,-25,0,0,p=1→-9; p=0→-9,p=0.75→-25; p=0.25→15
6722,5427,True,True,16,20.0,10.5,-9.5,A,0.4,0.4731666699303954,0.07316666993039539,A,none,False,False,False,20,1.0,20,17,0.75,-9,2,0,p=1→20; p=0→20,p=0.25→-9; p=0.375→12; p=0.1875→14; p=0.09375→18; p=0.046875→26; p=0.0234375→42; p=0.0234375→74
6728,5433,False,False,16,-3.0,2.0,5.0,B,0.7000000000000001,0.6964725537031851,0.0035274462968150067,B,none,False,False,False,-3,1.0,-3,47,0.25,-13,2,0,p=1→-3; p=0→-3,p=0.75→-13; p=0.125→45; p=0.0625→47; p=0.0625→51
6729,5433,True,False,15,-3.0,2.0,5.0,B,0.72,0.6647066296631045,0.05529337033689552,B,none,False,False,False,-3,1.0,-3,47,0.25,-13,2,0,p=1→-3; p=0→-3,p=0.75→-13; p=0.125→45; p=0.0625→47; p=0.0625→51
6745,5448,False,False,15,9.0,9.9,0.9000000000000004,B,0.3466666666666667,0.5083576307452692,0.1616909640786025,A,none,False,False,False,9,1.0,9,81,0.1,2,0,0,p=1→9; p=0→9,p=0.9→2; p=0.1→81
6746,5448,True,False,15,9.0,9.9,0.9000000000000004,B,0.5866666666666667,0.5134780819582353,0.07318858470843137,B,none,False,False,False,9,1.0,9,81,0.1,2,0,0,p=1→9; p=0→9,p=0.9→2; p=0.1→81
6752,5452,True,True,16,25.0,20.77,-4.23,A,0.75,0.60327174454722,0.14672825545278,B,none,False,False,False,25,1.0,25,97,0.01,20,0,0,p=1→25; p=0→25,p=0.99→20; p=0.01→97
6756,5456,False,True,16,1.0,-5.0,-6.0,A,0.125,0.13604013793393188,0.011040137933931882,A,none,False,False,False,1,1.0,1,-1,0.5,-9,0,0,p=1→1; p=0→1,p=0.5→-9; p=0.5→-1
6757,5457,True,True,16,9.0,12.8,3.8000000000000007,B,0.45,0.5514398077231609,0.10143980772316091,A,none,True,False,False,9,1.0,9,19,0.8,-12,3,0,p=1→9; p=0→9,p=0.2→-12; p=0.4→24; p=0.2→22; p=0.1→18; p=0.05→10; p=0.025→-6; p=0.025→-38
6761,5461,True,False,16,1.0,8.8,7.800000000000001,B,0.975,0.8844750980942355,0.09052490190576445,B,none,False,False,False,1,1.0,1,24,0.05,8,2,0,p=1→1; p=0→1,p=0.95→8; p=0.025→19; p=0.0125→21; p=0.00625→25; p=0.003125→33; p=0.0015625→49; p=0.0015625→81
6765,5464,True,False,16,23.900000000000002,19.700000000000003,-4.199999999999999,A,0.3375,0.385700213837347,0.04820021383734696,A,none,False,False,False,68,0.1,19,116,0.1,9,2,0,p=0.1→68; p=0.9→19,p=0.9→9; p=0.05→114; p=0.025→116; p=0.025→120
6766,5465,True,False,18,3.0,4.5,1.5,B,0.5666666666666667,0.548450773525452,0.018215893141214634,B,none,False,False,False,3,1.0,3,71,0.05,1,0,0,p=1→3; p=0→3,p=0.95→1; p=0.05→71
6788,5483,True,False,19,5.2,2.2199999999999998,-2.9800000000000004,A,0.2210526315789474,0.34763789995722133,0.12658526837827394,A,none,False,False,False,7,0.4,4,24,0.01,2,0,0,p=0.4→7; p=0.6→4,p=0.99→2; p=0.01→24
6818,5507,False,False,18,5.41,4.1499999999999995,-1.2600000000000007,A,0.2444444444444445,0.32632502026338345,0.08188057581893896,A,none,False,False,False,46,0.01,5,5,0.95,-12,1,0,p=0.01→46; p=0.99→5,p=0.05→-12; p=0.475→4.5; p=0.475→5.5
6819,5507,True,False,16,5.41,4.1499999999999995,-1.2600000000000007,A,0.17500000000000004,0.3292177721626809,0.15421777216268084,A,none,False,False,False,46,0.01,5,5,0.95,-12,1,0,p=0.01→46; p=0.99→5,p=0.05→-12; p=0.475→4.5; p=0.475→5.5
6824,5511,False,False,18,-4.0,-6.2,-2.2,A,0.7,0.6591988589713575,0.04080114102864241,B,none,False,False,False,-4,1.0,-4,3,0.6,-20,1,0,p=1→-4; p=0→-4,p=0.4→-20; p=0.075→1.5; p=0.225→2.5; p=0.225→3.5; p=0.075→4.5
6825,5511,True,False,15,-4.0,-6.2,-2.2,A,0.6399999999999999,0.6687021167534263,0.028702116753426377,B,none,False,False,False,-4,1.0,-4,3,0.6,-20,1,0,p=1→-4; p=0→-4,p=0.4→-20; p=0.075→1.5; p=0.225→2.5; p=0.225→3.5; p=0.075→4.5
6826,5512,False,False,16,7.0,2.3000000000000007,-4.699999999999999,A,0.4,0.3529414122986427,0.047058587701357346,A,none,False,False,False,7,1.0,7,68,0.1,-5,1,0,p=1→7; p=0→7,p=0.9→-5; p=0.003125→65.5; p=0.015625→66.5; p=0.03125→67.5; p=0.03125→68.5; p=0.015625→69.5; p=0.003125→70.5
6827,5512,True,False,16,7.0,2.3000000000000007,-4.699999999999999,A,0.3125,0.3437619774427989,0.031261977442798905,A,none,False,False,False,7,1.0,7,68,0.1,-5,1,0,p=1→7; p=0→7,p=0.9→-5; p=0.003125→65.5; p=0.015625→66.5; p=0.03125→67.5; p=0.03125→68.5; p=0.015625→69.5; p=0.003125→70.5
6849,5532,True,False,17,21.0,21.0,0.0,tie,0.6235294117647059,0.5749066801284793,0.048622731636226546,B,none,False,False,False,35,0.75,-21,21,1.0,21,1,0,p=0.75→35; p=0.25→-21,p=0.03125→18.5; p=0.15625→19.5; p=0.3125→20.5; p=0.3125→21.5; p=0.15625→22.5; p=0.03125→23.5
6854,5537,True,True,17,3.0,5.200000000000001,2.200000000000001,B,0.4470588235294117,0.486845343960468,0.03978652043105635,A,none,False,False,False,3,1.0,3,15,0.8,-34,0,0,p=1→3; p=0→3,p=0.2→-34; p=0.8→15
6856,5539,False,True,16,15.29,15.629999999999999,0.33999999999999986,B,0.13749999999999998,0.3357370087724549,0.1982370087724549,A,none,False,False,False,44,0.01,15,16,0.99,-21,0,1,p=0.01→44; p=0.99→15,p=0.01→-21; p=0.99→16
6857,5539,True,True,15,15.29,15.629999999999999,0.33999999999999986,B,0.14666666666666667,0.34620287487696233,0.19953620821029566,A,none,False,False,False,44,0.01,15,16,0.99,-21,0,1,p=0.01→44; p=0.99→15,p=0.01→-21; p=0.99→16
6864,5544,False,False,16,12.0,13.75,1.75,B,0.4604166666666666,0.49344133111256083,0.03302466444589425,A,none,True,False,False,88,0.05,8,52,0.25,1,1,0,p=0.05→88; p=0.95→8,p=0.75→1; p=0.125→51.5; p=0.125→52.5
6875,5554,True,False,16,8.0,7.900000000000001,-0.09999999999999876,A,0.2625,0.30818758013911324,0.045687580139113226,A,none,False,False,False,8,1.0,8,97,0.1,-2,0,0,p=1→8; p=0→8,p=0.9→-2; p=0.1→97
6880,5559,True,True,16,29.0,23.0,-6.0,A,0.225,0.15258431905375594,0.07241568094624407,A,none,False,False,False,29,1.0,29,26,0.25,22,1,0,p=1→29; p=0→29,p=0.75→22; p=0.03125→24.5; p=0.09375→25.5; p=0.09375→26.5; p=0.03125→27.5
6881,5560,False,False,16,12.200000000000003,23.4,11.199999999999996,B,0.7,0.7126185758266641,0.012618575826664147,B,none,False,False,False,53,0.4,-15,35,0.6,6,0,0,p=0.4→53; p=0.6→-15,p=0.4→6; p=0.6→35
6882,5560,True,False,15,12.200000000000003,23.4,11.199999999999996,B,0.7200000000000001,0.7409670445468405,0.020967044546840397,B,none,False,False,False,53,0.4,-15,35,0.6,6,0,0,p=0.4→53; p=0.6→-15,p=0.4→6; p=0.6→35
6914,5585,True,False,16,20.0,19.25,-0.75,A,0.4125,0.4425298873367438,0.030029887336743832,A,none,False,False,False,20,1.0,20,62,0.25,5,1,0,p=1→20; p=0→20,p=0.75→5; p=0.125→61.5; p=0.125→62.5
6923,5592,True,False,16,15.2,16.599999999999998,1.3999999999999986,B,0.725,0.6533744669666918,0.07162553303330821,B,none,False,False,False,32,0.6,-10,27,0.6,1,2,0,p=0.6→32; p=0.4→-10,p=0.4→1; p=0.3→26; p=0.3→28
6924,5593,True,False,18,24.0,26.800000000000004,2.8000000000000043,B,0.5222222222222221,0.5370209533517553,0.014798731129533116,B,none,True,False,False,24,1.0,24,82,0.2,13,0,0,p=1→24; p=0→24,p=0.8→13; p=0.2→82
6928,5597,False,True,16,4.2,8.2,3.999999999999999,B,0.7124999999999999,0.7621535109983665,0.04965351099836657,B,none,False,False,False,7,0.6,0,13,0.6,1,1,-1,p=0.6→7; p=0.4→0,p=0.4→1; p=0.3→12.5; p=0.3→13.5
6949,5615,False,False,16,4.0,-1.6000000000000003,-5.6000000000000005,A,0.1375,0.127465699308781,0.010034300691219022,A,none,False,False,False,4,1.0,4,4,0.2,-3,0,0,p=1→4; p=0→4,p=0.8→-3; p=0.2→4
6970,5631,True,False,16,-0.75,1.62,2.37,B,0.9,0.8701647760366484,0.029835223963351587,B,none,False,False,False,0,0.25,-1,63,0.01,1,1,1,p=0.25→0; p=0.75→-1,p=0.99→1; p=0.00125→61.5; p=0.00375→62.5; p=0.00375→63.5; p=0.00125→64.5
6974,5635,True,False,18,1.0,9.25,8.25,B,0.6000000000000001,0.7396344739461793,0.13963447394617923,B,none,False,False,False,49,0.25,-15,10,0.75,7,0,0,p=0.25→49; p=0.75→-15,p=0.25→7; p=0.75→10
6985,5644,False,False,15,3.0,2.5,-0.5,A,0.6,0.4678917787114794,0.13210822128852057,B,none,False,False,False,3,1.0,3,17,0.75,-41,0,0,p=1→3; p=0→3,p=0.25→-41; p=0.75→17
6986,5644,True,False,15,3.0,2.5,-0.5,A,0.5733333333333335,0.4891463209809108,0.08418701235242265,B,none,False,False,False,3,1.0,3,17,0.75,-41,0,0,p=1→3; p=0→3,p=0.25→-41; p=0.75→17
6989,5647,True,False,19,12.0,11.0,-1.0,A,0.2526315789473685,0.2195024545515793,0.03312912439578919,A,none,False,False,False,12,1.0,12,11,0.25,11,1,0,p=1→12; p=0→12,p=0.75→11; p=0.03125→9.5; p=0.09375→10.5; p=0.09375→11.5; p=0.03125→12.5
7008,5663,True,True,18,29.0,30.000000000000004,1.0000000000000036,B,0.7222222222222222,0.6240098265427354,0.09821239567948681,B,none,False,False,False,29,1.0,29,34,0.2,29,3,0,p=1→29; p=0→29,p=0.8→29; p=0.1→38; p=0.05→36; p=0.025→32; p=0.0125→24; p=0.0125→8
7010,5665,True,False,16,29.0,35.0,6.0,B,0.65,0.5427651604003627,0.10723483959963731,B,none,False,False,False,29,1.0,29,65,0.5,5,0,0,p=1→29; p=0→29,p=0.5→5; p=0.5→65
7011,5666,True,False,17,8.0,9.200000000000001,1.200000000000001,B,0.5294117647058824,0.6034876140083302,0.07407584930244782,B,none,True,False,False,8,1.0,8,20,0.8,-34,2,0,p=1→8; p=0→8,p=0.2→-34; p=0.4→15; p=0.2→17; p=0.1→21; p=0.05→29; p=0.025→45; p=0.025→77
